,QueryOrder,QueryLen,QueryDwellTime,NumClickedPage,NumClickedDoc,NumKeyDoc,NumRelevantDoc,AveDwellTime,TotalDwellTime,AveClickRank,ClickDepth,SearchEngineDwellTime,ClickPrecision,TimetoFirstLastClick,ReciproalRank,ratiofirstclick,ReformulationTime,isSegmentStart,isSegmentEnd,NumRelevantDoc_real,NumKeyDoc_real,DCG3,DCG5,DCG10,NDCG3,NDCG5,NDCG10,Precision3,Precision5,Precision10,ReciprocalRank,CBF1,CBF1_1,CBF1_2,averageRelevanceScore,irrelevantDocs30Num,new_unique_query_terms_num,query_similarity,NumOfClick3,NumOfClick5,NumOfClick6,state
0,2,12,82.61263577127765,0,0,0,0,19.713270212398573,7.684594444694071,1.2793510174605323,10,10.96507776432401,-0.005626713409699577,5.862667532366736,0,0.8650220259515086,28.55899409472425,0,0,1,0,0.004578659531049985,0.0053403649138623705,0.0862376528359268,-0.0004603197612861726,-0.004072184583618021,0.019201300684308992,1.0085681387425824,1.0069162704688202,0.7886753150370074,1,1.4736655970073966,-0.04776157076511292,0.07446217814938073,1.2593426849191225,0,-0.00984986090534532,-0.014331213278205732,0,0,2,3
1,3,1,-0.43481753767991904,0,0,0,0,1.2598065944930295,-1.7206385103585626,-0.10874701170222549,0,4.746699020432974,-0.002057031404409642,14.619725428780388,0,0.9563488464235042,13.939768456233125,0,0,0,0,0.022522538114800535,0.06913532648089743,0.08023037127565763,-0.01649309854954782,-0.017874992733691177,0.006514297812589635,0.8458760382441969,0.9928031013376806,0.13437747398229716,0,-0.0019312544711323606,-1.08318268789589,-0.050867962054311155,-0.01434273718421028,0,0.3460329412057473,0.8196510310981084,0,0,0,0
2,0,3,70.52017059420612,0,1,0,0,14.403911059398043,-0.8975969294775155,1.1276716450661926,1,32.805849343622185,-0.007874640164305578,-3.1621811466912693,0,0.456331103026714,16.895717362511633,0,0,1,0,0.0444497942898793,0.022958162711778377,0.09644782091178243,0.002990977898777611,-0.003028951039834852,0.01686696069018143,1.0208477936875768,0.9967699276882125,0.5994972815452168,1,-0.01557724684443782,-0.031190865473848355,-0.05868960947539797,-0.02919147400299753,12,0.010058685670236715,-0.013410017240562181,0,0,0,0
3,0,3,8.203456037440635,0,0,0,0,-1.079678260600586,0.6721931751305041,-0.11624434712972738,0,-1.4860324034892365,0.0009934133521285853,8.148260763672447,0,0.9760664394459468,9.315582759516676,1,0,0,0,-0.02916559902489532,8.614616626620352,0.04026215361455775,0.6306436386896461,0.006278408123985762,0.005858944734054517,0.7619017580079852,1.03117437034907,0.6939231032044159,2,-0.019412517568074307,1.2053847424733912,0.0058823767458425465,-0.014026379687170505,0,-0.021619794548018986,0.37889524943066644,0,0,0,2
4,1,2,13.174123322952472,0,0,0,0,0.16399546013519056,24.975532209860987,-0.12459077638213359,0,51.601561140325344,0.011608722227922577,12.594346095348083,0,1.014305775498557,21.9114872724277,0,1,0,0,-0.0022433634238651886,0.06779067781935244,0.17708798076755303,-0.008021981432955174,-0.014475741894639396,1.188927211965261,0.8445052015309022,0.9729106327385978,0.9925497813245793,2,-0.01575378914727162,0.8196765293921523,-0.050421363146486986,-0.0017518213415422684,0,0.4882166546550719,-0.009420470397192519,0,0,0,1
5,1,1,15.768993935695974,0,1,0,0,1.02583216995869,31.430121786409842,0.9294699079706457,2,12.225826749040692,0.0024826041883841904,40.93147173307571,0,0.5336481030879937,20.751657381425822,1,0,1,0,2.7499074447080973,0.09006031003299775,8.329033876140027,-0.016547995471266074,-0.008695278217435943,0.013533572507095219,0.8552114669610995,0.977737058645261,0.9745461941582187,1,-2.062901963016171,-9.739258540014212,0.014648578859884456,1.4966584823090723,0,-0.013146549998745335,0.015907949524297717,0,1,1,3
6,0,3,17.64726979871085,0,0,0,0,-1.8068520652196507,-1.3890217774256146,0.003322576602479412,0,43.08128605765374,-0.011792836647642748,28.85079956099326,0,0.9903726534442497,20.06589834605444,0,0,0,0,0.05571650789151137,0.06201705515213435,0.024312202776621963,0.013022358495974006,-0.020539036600763803,0.01304204963126644,0.12109363653072414,0.9703337681429232,0.011640505314692629,1,0.005208544670485744,-1.1483296701432866,0.08678632069398723,-0.010253503471698963,0,0.36687174063755007,0.17646203067994828,0,0,0,0
7,4,2,23.598573548972883,0,0,0,0,-0.8501562871844552,-0.7520304684222267,-0.06420612702255317,0,-4.535739535852468,0.006504147180376662,-1.2274697102456944,0,0.9749936333430715,11.380960129407825,0,0,0,0,0.03433963223683797,0.047240200198950776,-0.012739347765971881,-0.006930046691724633,-0.02127397132514495,0.022160686163903147,0.9940994238766423,0.9724725991103668,0.869104401229708,1,0.025542723439398358,1.547034202978246,-0.11557289557307822,-0.026873092844345102,0,0.4886818214260582,0.008948476855007041,0,0,0,0
8,1,1,-1.0502858717590513,0,0,0,0,-0.4884600609265347,0.04870769929792153,-0.07444296877264625,0,11.505987575848017,-0.001966775142953947,7.205439603642068,0,0.9662423527649764,30.87352916268513,0,0,0,0,0.08717265881123296,0.11633145716670455,-0.054388485337942584,-0.008457323249914748,-0.009026817453042164,0.006805838330376594,0.9372135547023442,0.5167528976152764,-0.22602022171069602,1,-0.0007029930771940408,1.2212538903041201,-0.0267913428044173,-0.025854758683853434,0,0.5278499239717772,0.015842741761030305,0,0,0,0
9,1,3,33.24130735546119,0,0,0,0,-1.5244671290592613,3.3212468154634265,-0.0681321853021941,0,19.293075385712303,-0.0017118757395569789,17.004158264035816,0,1.0249420233100945,5.213961433730182,0,0,0,0,0.007895341860753744,0.10886412228271845,0.08729803820500436,-0.017443448285435568,-0.010039473507854743,0.028472198565672707,0.9879023740825675,1.0236784862953137,-0.16062011049115077,2,-0.028564472297750335,-0.6308978247502249,0.20667820542297038,-0.027121687004485605,0,-0.013535581663631073,0.03500542196217816,0,0,0,0
